"","date_time","lfalls_nat","lfalls_adj","lfalls_obs","lfalls_obs_fc9","lfalls_obs_fc0","sen_outflow","sen_outflow_lagged","jrr_outflow","jrr_outflow_lagged","need_0day","withdr_pot"
"541",1931-03-25,3015,3128,2737.12,2737.12,2737.12,1.12,1.12,113,113,0,392
"542",1931-03-26,2901,3014,2621.12,2621.12,2621.12,1.12,1.12,113,113,0,394
"543",1931-03-27,3157,3270,2873.12,3448.64981878365,2873.12,1.12,1.12,688.529818783645,113,0,398
"544",1931-03-28,3161,3274,2881.12,3689.12,2881.12,1.12,1.12,921,113,0,394
"545",1931-03-29,5900,6013,5607.12,7565.02,5607.12,1.12,1.12,2070.9,113,0,407
"546",1931-03-30,15163,15276,14861.12,16098.82,14861.12,1.12,1.12,1350.7,113,0,416
"547",1931-03-31,16962,17075,16680.12,17536.62,16680.12,1.12,1.12,969.5,113,0,396
"548",1931-04-01,14990,15103,14687.12,15438.82,14687.12,1.12,1.12,864.699999999997,113,0,417
"549",1931-04-02,19553,19666,19239.12,19961.42,19239.12,1.12,1.12,835.300000000003,113,0,428
"550",1931-04-03,22946,23059,22623.12,23314.22,22623.12,1.12,1.12,804.099999999999,113,0,437
"551",1931-04-04,18143,18256,17819.12,20000.82,17819.12,1.12,1.12,2294.7,113,0,438
"552",1931-04-05,13009,13697.5298187836,13268.6498187836,14321.42,13268.6498187836,1.12,1.12,1741.3,688.529818783645,0,430
"553",1931-04-06,12059,12980,12548.12,12912.12,12548.12,1.12,1.12,1285,921,0,433
"554",1931-04-07,13993,16063.9,15666.02,14643.12,15666.02,1.12,1.12,1048,2070.9,0,399
"555",1931-04-08,13390,14740.7,14338.82,13945.82,14338.82,1.12,1.12,957.699999999997,1350.7,0,403
"556",1931-04-09,13784,14753.5,14322.62,14810.02,14322.62,1.12,1.12,1456.9,969.5,0,432
"557",1931-04-10,12414,13278.7,12821.82,13302.62,12821.82,1.12,1.12,1345.5,864.699999999997,0,458
"558",1931-04-11,11955,12790.3,12344.42,12750.62,12344.42,1.12,1.12,1241.5,835.300000000003,0,447
"559",1931-04-12,11737,12541.1,12093.22,12284.62,12093.22,1.12,1.12,995.5,804.099999999999,0,449
"560",1931-04-13,9627,11921.7,11478.82,9923.92,11478.82,1.12,1.12,739.800000000003,2294.7,0,444
"561",1931-04-14,7657,9398.3,8976.42,7836.22,8976.42,1.12,1.12,601.099999999999,1741.3,0,423
"562",1931-04-15,6199,7484,7029.12,6242.62,7029.12,1.12,1.12,498.5,1285,0,456
"563",1931-04-16,5362,6410,5976.12,5346.52,5976.12,1.12,1.12,418.400000000001,1048,0,435
"564",1931-04-17,4587,5544.7,5105.82,4518.22,5105.82,1.12,1.12,370.099999999999,957.699999999997,0,440
"565",1931-04-18,3861,5317.9,4911.02,3805.72,4911.02,1.12,1.12,351.599999999999,1456.9,0,408
"566",1931-04-19,3308,4653.5,4241.62,3211.02,4241.62,1.12,1.12,314.900000000001,1345.5,0,413
"567",1931-04-20,3061,4302.5,3870.62,2905.52,3870.62,1.12,1.12,276.400000000001,1241.5,0,433
"568",1931-04-21,2863,3858.5,3436.62,2689.82,3436.62,1.12,1.12,248.699999999997,995.5,0,423
"569",1931-04-22,2818,3557.8,3166.92,2735.52,3166.92,1.12,1.12,308.400000000001,739.800000000003,0,392
"570",1931-04-23,4275,4876.1,4488.22,4736.82,4488.22,1.12,1.12,849.699999999997,601.099999999999,0,389
"571",1931-04-24,5728,6226.5,5833.62,5955.12,5833.62,1.12,1.12,620,498.5,0,394
"572",1931-04-25,9519,9937.4,9532.52,10009.92,9532.52,1.12,1.12,895.800000000003,418.400000000001,0,406
"573",1931-04-26,9504,9874.1,9467.22,10197.22,9467.22,1.12,1.12,1100.1,370.099999999999,0,408
"574",1931-04-27,8569,8920.6,8517.72,9404.72,8517.72,1.12,1.12,1238.6,351.599999999999,0,404
"575",1931-04-28,8148,8462.9,8062.02,8744.92,8062.02,1.12,1.12,997.800000000003,314.900000000001,0,402
"576",1931-04-29,7989,8265.4,7861.52,8355.62,7861.52,1.12,1.12,770.5,276.400000000001,0,405
"577",1931-04-30,7345,7593.7,7185.82,7557.12,7185.82,1.12,1.12,620,248.699999999997,0,409
"578",1931-05-01,5991,6299.4,5844.52,6038.02,5844.52,1.12,1.12,501.900000000001,308.400000000001,0,456
"579",1931-05-02,5001,5850.7,5382.82,4943.52,5382.82,1.12,1.12,410.400000000001,849.699999999997,0,469
"580",1931-05-03,4327,4947,4472.12,4325.32,4472.12,1.12,1.12,473.199999999997,620,0,476
"581",1931-05-04,3668,4563.8,4092.92,3667.12,4092.92,1.12,1.12,470,895.800000000003,0,472
"582",1931-05-05,3171,4271.1,3809.22,3094.02,3809.22,1.12,1.12,384.900000000001,1100.1,0,463
"583",1931-05-06,2750,3988.6,3500.72,2604.82,3500.72,1.12,1.12,342.699999999997,1238.6,0,489
"584",1931-05-07,2601,3598.8,3146.92,2470.62,3146.92,1.12,1.12,321.5,997.800000000003,0,453
"585",1931-05-08,2813,3583.5,3127.62,3682.02,3127.62,1.12,1.12,1324.9,770.5,0,457
"586",1931-05-09,5123,5743,5273.12,5747.92,5273.12,1.12,1.12,1094.8,620,0,471
"587",1931-05-10,11959,12460.9,11987.02,12276.22,11987.02,1.12,1.12,791.099999999999,501.900000000001,0,475
"588",1931-05-11,11233,11643.4,11190.52,11427.92,11190.52,1.12,1.12,647.800000000003,410.400000000001,0,454
"589",1931-05-12,8659,9132.2,8690.32,8798.82,8690.32,1.12,1.12,581.699999999997,473.199999999997,0,443
"590",1931-05-13,7116,7586,7150.12,8019.62,7150.12,1.12,1.12,1339.5,470,0,437
"591",1931-05-14,6965,7349.9,6916.02,8497.62,6916.02,1.12,1.12,1966.5,384.900000000001,0,435
"592",1931-05-15,17937,18279.7,17808.82,18841.12,17808.82,1.12,1.12,1375,342.699999999997,0,472
"593",1931-05-16,18205,18526.5,18050.62,18783.02,18050.62,1.12,1.12,1053.9,321.5,0,477
"594",1931-05-17,12850,14174.9,13673.02,13129.82,13673.02,1.12,1.12,781.699999999997,1324.9,0,503
"595",1931-05-18,9849,10943.8,10426.92,9947.02,10426.92,1.12,1.12,614.900000000001,1094.8,0,518
"596",1931-05-19,7619,8410.1,7916.22,7685.62,7916.22,1.12,1.12,560.5,791.099999999999,0,495
"597",1931-05-20,6497,7144.8,6630.92,7312.92,6630.92,1.12,1.12,1329.8,647.800000000003,0,515
"598",1931-05-21,5604,6185.7,5686.82,7103.72,5686.82,1.12,1.12,1998.6,581.699999999997,0,500
"599",1931-05-22,6456,7795.5,7305.62,7388.02,7305.62,1.12,1.12,1421.9,1339.5,0,491
"600",1931-05-23,12202,14168.5,13678.62,13459.12,13678.62,1.12,1.12,1747,1966.5,0,491
"601",1931-05-24,17972,19347,18847.12,18863.02,18847.12,1.12,1.12,1390.9,1375,0,501
"602",1931-05-25,19542,20595.9,20080.02,20166.32,20080.02,1.12,1.12,1140.2,1053.9,0,517
"603",1931-05-26,14562,15343.7,14829.82,15085.62,14829.82,1.12,1.12,1037.5,781.699999999997,0,515
"604",1931-05-27,11559,12173.9,11662.02,11804.92,11662.02,1.12,1.12,757.800000000003,614.900000000001,0,513
"605",1931-05-28,9050,9610.5,9087.62,9085.22,9087.62,1.12,1.12,558.099999999999,560.5,0,524
"606",1931-05-29,6650,7979.8,7454.92,6573.72,7454.92,1.12,1.12,448.599999999999,1329.8,0,526
"607",1931-05-30,5006,7004.6,6484.72,4893.22,6484.72,1.12,1.12,407.099999999999,1998.6,0,521
"608",1931-05-31,4008,5429.9,4909.02,4201.92,4909.02,1.12,1.12,714.800000000003,1421.9,0,522
"609",1931-06-01,4745,6492,5977.12,4764.42,5977.12,1.12,1.12,534.300000000003,1747,0,516
"610",1931-06-02,5547,6937.9,6442.02,5495.02,6442.02,1.12,1.12,443.900000000001,1390.9,0,497
"611",1931-06-03,6173,7313.2,6772.32,5980.12,6772.32,1.12,1.12,348,1140.2,0,542
"612",1931-06-04,5804,6841.5,6276.62,5518.42,6276.62,1.12,1.12,279.300000000003,1037.5,0,566
"613",1931-06-05,5294,6051.8,5454.92,4993.32,5454.92,1.12,1.12,296.199999999997,757.800000000003,0,598
"614",1931-06-06,4657,5215.1,4628.22,4427.62,4628.22,1.12,1.12,357.5,558.099999999999,0,588
"615",1931-06-07,4018,4466.6,3845.72,3740.82,3845.72,1.12,1.12,343.699999999997,448.599999999999,0,622
"616",1931-06-08,4108,4515.1,3915.22,4050.12,3915.22,1.12,1.12,542,407.099999999999,0,601
"617",1931-06-09,4078,4792.8,4232.92,3900.52,4232.92,1.12,1.12,382.400000000001,714.800000000003,0,561
"618",1931-06-10,3530,4064.3,3506.42,3256.12,3506.42,1.12,1.12,284,534.300000000003,0,559
"619",1931-06-11,3524,3967.9,3379.02,3157.02,3379.02,1.12,1.12,221.900000000001,443.900000000001,0,590
"620",1931-06-12,3357,3705,3075.12,2895.22,3075.12,1.12,1.12,168.099999999999,348,0,631
"621",1931-06-13,3045,3324.3,2687.42,2553.92,2687.42,1.12,1.12,145.800000000003,279.300000000003,0,638
"622",1931-06-14,2693,2989.2,2370.32,2261.02,2370.32,1.12,1.12,186.900000000001,296.199999999997,0,620
"623",1931-06-15,2348,2705.5,2090.62,2054.32,2090.62,1.12,1.12,321.199999999997,357.5,0,616
"624",1931-06-16,3177,3520.7,2942.82,2873.12,2942.82,1.12,1.12,274,343.699999999997,0,579
"625",1931-06-17,2903,3445,2863.12,2523.82,2863.12,1.12,1.12,202.699999999997,542,0,583
"626",1931-06-18,5675,6057.4,5455.52,5228.12,5455.52,1.12,1.12,155,382.400000000001,0,603
"627",1931-06-19,6875,7159,6526.12,6359.72,6526.12,1.12,1.12,117.599999999999,284,0,634
"628",1931-06-20,5028,5249.9,4582.02,4473.12,4582.02,1.12,1.12,113,221.900000000001,0,669
"629",1931-06-21,3898,4066.1,3404.22,3349.12,3404.22,1.12,1.12,113,168.099999999999,0,663
"630",1931-06-22,2947,3092.8,2442.92,2410.12,2442.92,1.12,1.12,113,145.800000000003,0,651
"631",1931-06-23,2786,2972.9,2368.02,2294.12,2368.02,1.12,1.12,113,186.900000000001,0,606
"632",1931-06-24,3563,3884.2,3314.32,3106.12,3314.32,1.12,1.12,113,321.199999999997,0,571
"633",1931-06-25,2607,2881,2315.12,2154.12,2315.12,1.12,1.12,113,274,0,567
"634",1931-06-26,2700,2902.7,2315.82,2226.12,2315.82,1.12,1.12,113,202.699999999997,0,588
"635",1931-06-27,3937,4092,3486.12,3444.12,3486.12,1.12,1.12,113,155,0,607
"636",1931-06-28,3967,4084.6,3481.72,3477.12,3481.72,1.12,1.12,113,117.599999999999,0,604
"637",1931-06-29,3122,3235,2633.12,2633.12,2633.12,1.12,1.12,113,113,0,603
"638",1931-06-30,2517,2630,2002.12,2002.12,2002.12,1.12,1.12,113,113,0,629
"639",1931-07-01,2487,2600,1901.12,1901.12,1901.12,1.12,1.12,113,113,0,700
"640",1931-07-02,4235,4348,3666.12,3666.12,3666.12,1.12,1.12,113,113,0,683
"641",1931-07-03,3309,3422,2775.12,2775.12,2775.12,1.12,1.12,113,113,0,648
"642",1931-07-04,2206,2319,1711.12,1602.324361001,1711.12,1.12,1.12,113,113,0,609
"643",1931-07-05,1889,2002,1404.12,1091.77450638506,1404.12,1.12,1.12,113,113,0,599
"644",1931-07-06,2929,3042,2431.12,2431.12,2431.12,1.12,1.12,113,113,0,612
"645",1931-07-07,3751,3864,3276.12,3276.12,3276.12,1.12,1.12,113,113,0,589
"646",1931-07-08,3751,3864,3245.12,3245.12,3245.12,1.12,1.12,113,113,0,620
"647",1931-07-09,4026,4139,3513.12,3513.12,3513.12,1.12,1.12,113,113,0,627
"648",1931-07-10,4160,4273,3674.12,3674.12,3674.12,1.12,1.12,113,113,0,600
"649",1931-07-11,4304,4417,3841.12,3841.12,3841.12,1.12,1.12,113,113,0,577
"650",1931-07-12,6122,6235,5673.12,5673.12,5673.12,1.12,1.12,113,113,0,563
"651",1931-07-13,7060,7173,6596.12,6596.12,6596.12,1.12,1.12,113,113,0,578
"652",1931-07-14,5114,5227,4610.12,4610.12,4610.12,1.12,1.12,113,113,0,618
"653",1931-07-15,4139,4252,3627.12,3627.12,3627.12,1.12,1.12,113,113,0,626
"654",1931-07-16,3499,3612,3007.12,3007.12,3007.12,1.12,1.12,113,113,0,606
"655",1931-07-17,3039,3152,2556.12,2556.12,2556.12,1.12,1.12,113,113,0,597
"656",1931-07-18,3959,4072,3487.12,3487.12,3487.12,1.12,1.12,113,113,0,586
"657",1931-07-19,5603,5716,5116.12,5116.12,5116.12,1.12,1.12,113,113,0,601
"658",1931-07-20,6142,6255,5614.12,5614.12,5614.12,1.12,1.12,113,113,0,642
"659",1931-07-21,6184,6297,5650.12,5650.12,5650.12,1.12,1.12,113,113,0,648
"660",1931-07-22,5425,5538,4903.12,4903.12,4903.12,1.12,1.12,113,113,0,636
"661",1931-07-23,5467,5580,4955.12,4955.12,4955.12,1.12,1.12,113,113,0,626
"662",1931-07-24,6159,6272,5654.12,5654.12,5654.12,1.12,1.12,113,113,0,619
"663",1931-07-25,5168,5281,4701.12,4701.12,4701.12,1.12,1.12,113,113,0,581
"664",1931-07-26,4267,4380,3797.12,3797.12,3797.12,1.12,1.12,113,113,0,584
"665",1931-07-27,4708,4821,4185.12,4185.12,4185.12,1.12,1.12,113,113,0,637
"666",1931-07-28,3640,3753,3109.12,3109.12,3109.12,1.12,1.12,113,113,0,645
"667",1931-07-29,2945,3058,2398.12,2398.12,2398.12,1.12,1.12,113,113,0,661
"668",1931-07-30,2740,2853,2204.12,2204.12,2204.12,1.12,1.12,113,113,0,650
"669",1931-07-31,2414,2527,1883.12,1883.12,1883.12,1.12,1.12,113,113,0,645
"670",1931-08-01,2232,2345,1750.12,1664.97762052733,1750.12,1.12,1.12,113,113,0,596
"671",1931-08-02,2014,2127,1547.12,1297.51031683204,1547.12,1.12,1.12,113,113,0,581
"672",1931-08-03,1870,1983,1354.12,1034.0429207617,1354.12,1.12,1.12,113,113,0,630
"673",1931-08-04,2000,2113,1473.12,1215.41846975093,1473.12,1.12,1.12,113,113,0,641
"674",1931-08-05,2272,2385,1760.12,1713.67250390325,1760.12,1.12,1.12,113,113,0,626
"675",1931-08-06,2609,2722,2103.12,2103.12,2103.12,1.12,1.12,113,113,0,620
"676",1931-08-07,2275,2388,1730.12,1686.68961510852,1730.12,1.12,1.12,113,113,0,659
"677",1931-08-08,2192,2305,1644.12,1523.06536513196,1644.12,1.12,1.12,113,113,0,662
"678",1931-08-09,2312,2425,1822.12,1817.25201484382,1822.12,1.12,1.12,113,113,0,604
"679",1931-08-10,2646,2759,2164.12,2164.12,2164.12,1.12,1.12,113,113,0,596
"680",1931-08-11,4432,4545,3963.12,3963.12,3963.12,1.12,1.12,113,113,0,583
"681",1931-08-12,4306,4419,3893.12,3893.12,3893.12,1.12,1.12,113,113,0,527
"682",1931-08-13,3072,3185,2673.12,2673.12,2673.12,1.12,1.12,113,113,0,513
"683",1931-08-14,2495,2608,2055.12,2055.12,2055.12,1.12,1.12,113,113,0,554
"684",1931-08-15,2032,2145,1595.12,1356.32621856776,1595.12,1.12,1.12,113,113,0,551
"685",1931-08-16,1764,1877,1333.12,978.014284212378,1333.12,1.12,1.12,113,113,0,545
"686",1931-08-17,1634,1747,1173.12,792.451493967894,1173.12,1.12,1.12,113,113,0,575
"687",1931-08-18,1512,1625,1037.12,648.121713022702,1037.12,1.12,1.12,113,113,0,589
"688",1931-08-19,1552,1665,1104.12,716.286291424307,1104.12,1.12,1.12,113,113,0,562
"689",1931-08-20,1477,1590,1068.12,679.298504001056,1068.12,1.12,1.12,113,113,0,523
"690",1931-08-21,1472,1585,1078.12,689.412702032269,1078.12,1.12,1.12,113,113,0,508
"691",1931-08-22,1704,1817,1341.12,971.951679529676,1341.12,1.12,1.12,113,113,0,477
"692",1931-08-23,2001,2114,1666.12,1408.98724421632,1666.12,1.12,1.12,113,113,0,449
"693",1931-08-24,1845,1958,1472.12,1142.55905332906,1472.12,1.12,1.12,113,113,0,487
"694",1931-08-25,5082,5195,4662.12,4662.12,4662.12,1.12,1.12,113,113,0,534
"695",1931-08-26,9087,9200,8646.12,8646.12,8646.12,1.12,1.12,113,113,0,555
"696",1931-08-27,6757,6870,6353.12,6353.12,6353.12,1.12,1.12,113,113,0,518
"697",1931-08-28,5198,5311,4798.12,4798.12,4798.12,1.12,1.12,113,113,0,514
"698",1931-08-29,4104,4217,3692.12,3692.12,3692.12,1.12,1.12,113,113,0,526
"699",1931-08-30,5333,5446,4914.12,4914.12,4914.12,1.12,1.12,113,113,0,533
"700",1931-08-31,4059,4172,3619.12,3619.12,3619.12,1.12,1.12,113,113,0,554
"701",1931-09-01,3304,3417,2872.12,2872.12,2872.12,1.12,1.12,113,113,0,546
"702",1931-09-02,2808,2921,2352.12,2352.12,2352.12,1.12,1.12,113,113,0,570
"703",1931-09-03,2657,2770,2207.12,2207.12,2207.12,1.12,1.12,113,113,0,564
"704",1931-09-04,2552,2665,2112.12,2112.12,2112.12,1.12,1.12,113,113,0,554
"705",1931-09-05,3009,3122,2578.12,2578.12,2578.12,1.12,1.12,113,113,0,545
"706",1931-09-06,2400,2513,1936.12,1936.12,1936.12,1.12,1.12,113,113,0,578
"707",1931-09-07,2098,2211,1638.12,1443.06978589664,1638.12,1.12,1.12,113,113,0,574
"708",1931-09-08,2223,2336,1777.12,1683.65831169505,1777.12,1.12,1.12,113,113,0,560
"709",1931-09-09,1895,2008,1448.12,1138.31146977589,1448.12,1.12,1.12,113,113,0,561
"710",1931-09-10,1473,1586,1019.12,630.388104329292,1019.12,1.12,1.12,113,113,0,568
"711",1931-09-11,1322,1435,870.12,494.610070781118,870.12,1.12,1.12,113,113,0,566
"712",1931-09-12,1261,1374,805.12,440.048383038582,805.12,1.12,1.12,113,113,0,570
"713",1931-09-13,1216,1329,741.12,385.488236977841,741.12,1.12,1.12,113,113,0,589
"714",1931-09-14,1181,1294,712.12,364.809040851576,712.12,1.12,1.12,113,113,0,583
"715",1931-09-15,1209,1322,733.12,379.084955293529,733.12,1.12,1.12,113,113,0,590
"716",1931-09-16,1228,1341,740.12,381.830571737587,740.12,1.12,1.12,113,113,0,602
"717",1931-09-17,1158,1271,682.12,340.729065331452,682.12,1.12,1.12,113,113,0,590
"718",1931-09-18,1563,1676,1089.12,701.868776410296,1089.12,1.12,1.12,113,113,0,588
"719",1931-09-19,1336,1449,895.12,517.611294607294,895.12,1.12,1.12,113,113,0,555
"720",1931-09-20,1217,1330,760.12,404.262916944816,760.12,1.12,1.12,113,113,0,571
"721",1931-09-21,923,1036,461.12,199.058292108456,461.12,1.12,1.12,113,113,0,576
"722",1931-09-22,932,1045,475.12,209.433633015564,475.12,1.12,1.12,113,113,0,571
"723",1931-09-23,1126,1239,705.12,372.546160460285,705.12,1.12,1.12,113,113,0,535
"724",1931-09-24,1517,1630,1114.12,725.186608198442,1114.12,1.12,1.12,113,113,0,517
"725",1931-09-25,1797,1910,1396.12,1050.48602790147,1396.12,1.12,1.12,113,113,0,515
"726",1931-09-26,1473,1586,1084.12,695.388104329292,1084.12,1.12,1.12,113,113,0,503
"727",1931-09-27,1635,1748,1244.12,863.580000064034,1244.12,1.12,1.12,113,113,0,505
"728",1931-09-28,1840,1953,1437.12,1105.75489841963,1437.12,1.12,1.12,113,113,0,517
"729",1931-09-29,1900,2013,1501.12,1193.46090555571,1501.12,1.12,1.12,113,113,0,513
"730",1931-09-30,1876,1989,1472.12,1154.43514314114,1472.12,1.12,1.12,113,113,0,518
"731",1931-10-01,2058,2171,1692.12,1469.78203995098,1692.12,1.12,1.12,113,113,0,480
"732",1931-10-02,1726,1839,1361.12,996.644735986833,1361.12,1.12,1.12,113,113,0,479
"733",1931-10-03,1772,1885,1394.12,1041.19492940104,1394.12,1.12,1.12,113,113,0,492
"734",1931-10-04,1375,1488,993.12,610.851743619049,993.12,1.12,1.12,113,113,0,496
"735",1931-10-05,1018,1131,620.12,322.054676014137,620.12,1.12,1.12,113,113,0,512
"736",1931-10-06,832,945,415.12,192.084808384293,415.12,1.12,1.12,113,113,0,531
"737",1931-10-07,775,888,358.12,161.632688670184,358.12,1.12,1.12,113,113,0,531
"738",1931-10-08,915,1028,517.12,258.316626884059,517.12,1.12,1.12,113,113,0,512
"739",1931-10-09,958,1071,578.12,302.209226639763,578.12,1.12,1.12,113,113,0,494
"740",1931-10-10,942,1055,577.12,307.457522554429,577.12,1.12,1.12,113,113,0,479
"741",1931-10-11,1054,1167,691.12,380.762553198572,691.12,1.12,1.12,113,113,0,477
"742",1931-10-12,885,998,521.12,274.83636342795,521.12,1.12,1.12,113,113,0,478
"743",1931-10-13,730,843,370.12,195.671036716116,370.12,1.12,1.12,113,113,0,474
"744",1931-10-14,798,911,427.12,219.732704430549,427.12,1.12,1.12,113,113,0,485
"745",1931-10-15,857,970,482.12,247.941823404022,482.12,1.12,1.12,113,113,0,489
"746",1931-10-16,888,1001,521.12,273.563227827074,521.12,1.12,1.12,113,113,0,481
"747",1931-10-17,903,1016,570.12,316.267835302373,570.12,1.12,1.12,113,113,0,447
"748",1931-10-18,830,943,489.12,266.989657660543,489.12,1.12,1.12,113,113,0,455
"749",1931-10-19,774,887,416.12,220.112261477747,416.12,1.12,1.12,113,113,0,472
"750",1931-10-20,809,922,449.12,236.608808928673,449.12,1.12,1.12,113,113,0,474
"751",1931-10-21,746,859,376.12,193.728848652259,376.12,1.12,1.12,113,113,0,484
"752",1931-10-22,783,896,401.12,200.813011130489,401.12,1.12,1.12,113,113,0,496
"753",1931-10-23,736,849,362.12,184.679126848084,362.12,1.12,1.12,113,113,0,488
"754",1931-10-24,618,731,262.12,146.401379772681,262.12,1.12,1.12,113,113,0,470
"755",1931-10-25,623,736,239.12,120.666739217617,239.12,1.12,1.12,113,113,0,498
"756",1931-10-26,694,807,289.12,132.959656844832,289.12,1.12,1.12,113,113,0,519
"757",1931-10-27,582,695,185.12,89.3882761485539,185.12,1.12,1.12,113,113,0,511
"758",1931-10-28,618,731,223.12,107.401379772681,223.12,1.12,1.12,113,113,0,509
"759",1931-10-29,837,950,474.12,248.831325049774,474.12,1.12,1.12,113,113,0,477
"760",1931-10-30,986,1099,637.12,350.616282888148,637.12,1.12,1.12,113,113,0,463
"761",1931-10-31,782,895,407.12,207.28882334036,407.12,1.12,1.12,113,113,0,489
